2290,0.497379912664,0.524454148472,0.562445414847,0.510917030568,0.54672489083,0.489082969432
3231,0.53017641597,0.550913030022,0.551841535128,0.557722067471,0.581244196843,0.588672237697
1910,0.53612565445,0.529319371728,0.575916230366,0.513089005236,0.520418848168,0.571204188482
2075,0.511807228916,0.510361445783,0.494939759036,0.524337349398,0.568192771084,0.59421686747
6171,0.492302706206,0.523253929671,0.495381623724,0.512720790796,0.534273213418,0.568951547561
5914,0.519783564423,0.540412580318,0.51403449442,0.505072708827,0.502536354413,0.495434562056
1947,0.48844375963,0.481253210067,0.55469953775,0.492039034412,0.536209553159,0.446841294299
4300,0.498372093023,0.533023255814,0.542558139535,0.56,0.589069767442,0.594186046512
1459,0.489376285127,0.585332419465,0.584647018506,0.561343385881,0.576422206991,0.572995202193
824,0.538834951456,0.628640776699,0.66140776699,0.621359223301,0.580097087379,0.671116504854
7025,0.522704626335,0.506192170819,0.474448398577,0.497651245552,0.51487544484,0.524982206406
1582,0.505689001264,0.550568900126,0.521491782554,0.52781289507,0.568268015171,0.581542351454
376,0.489361702128,0.614361702128,0.672872340426,0.627659574468,0.619680851064,0.622340425532
1039,0.538979788258,0.610202117421,0.565928777671,0.490856592878,0.498556304139,0.539942252166
3376,0.510663507109,0.527251184834,0.547985781991,0.534063981043,0.524289099526,0.505035545024
1420,0.528873239437,0.572535211268,0.499295774648,0.476056338028,0.516197183099,0.483802816901
63,0.47619047619,0.984126984127,1.0,1.0,1.0,0.984126984127
112,0.508928571429,0.723214285714,0.875,0.9375,0.991071428571,1.0
3385,0.50753323486,0.539438700148,0.55952732644,0.52023633678,0.527621861152,0.503397341211
598,0.483277591973,0.493311036789,0.580267558528,0.617056856187,0.637123745819,0.642140468227
